"","study_id","dataset_id","study_label","sample_group","tissue_id","tissue_label","condition_label","sample_size","quant_method"
"260","QTS000015","QTD000260","GTEx","heart_left_ventricle","UBERON_0006566","heart (left ventricle)","naive","382","leafcutter"
"261","QTS000015","QTD000261","GTEx","kidney_cortex","UBERON_0001225","kidney (cortex)","naive","73","ge"
"262","QTS000015","QTD000262","GTEx","kidney_cortex","UBERON_0001225","kidney (cortex)","naive","73","exon"
"263","QTS000015","QTD000263","GTEx","kidney_cortex","UBERON_0001225","kidney (cortex)","naive","73","tx"
"264","QTS000015","QTD000264","GTEx","kidney_cortex","UBERON_0001225","kidney (cortex)","naive","73","txrev"
"265","QTS000015","QTD000265","GTEx","kidney_cortex","UBERON_0001225","kidney (cortex)","naive","73","leafcutter"
"266","QTS000015","QTD000266","GTEx","liver","UBERON_0001114","liver","naive","208","ge"
"267","QTS000015","QTD000267","GTEx","liver","UBERON_0001114","liver","naive","208","exon"
"268","QTS000015","QTD000268","GTEx","liver","UBERON_0001114","liver","naive","208","tx"
"269","QTS000015","QTD000269","GTEx","liver","UBERON_0001114","liver","naive","208","txrev"
"270","QTS000015","QTD000270","GTEx","liver","UBERON_0001114","liver","naive","208","leafcutter"
"271","QTS000015","QTD000271","GTEx","lung","UBERON_0008952","lung","naive","510","ge"
"272","QTS000015","QTD000272","GTEx","lung","UBERON_0008952","lung","naive","510","exon"
"273","QTS000015","QTD000273","GTEx","lung","UBERON_0008952","lung","naive","510","tx"
"274","QTS000015","QTD000274","GTEx","lung","UBERON_0008952","lung","naive","510","txrev"
"275","QTS000015","QTD000275","GTEx","lung","UBERON_0008952","lung","naive","510","leafcutter"
"276","QTS000015","QTD000276","GTEx","minor_salivary_gland","UBERON_0006330","minor salivary gland","naive","144","ge"
"277","QTS000015","QTD000277","GTEx","minor_salivary_gland","UBERON_0006330","minor salivary gland","naive","144","exon"
"278","QTS000015","QTD000278","GTEx","minor_salivary_gland","UBERON_0006330","minor salivary gland","naive","144","tx"
"279","QTS000015","QTD000279","GTEx","minor_salivary_gland","UBERON_0006330","minor salivary gland","naive","144","txrev"
"280","QTS000015","QTD000280","GTEx","minor_salivary_gland","UBERON_0006330","minor salivary gland","naive","144","leafcutter"
"281","QTS000015","QTD000281","GTEx","muscle","UBERON_0001134","muscle","naive","702","ge"
"282","QTS000015","QTD000282","GTEx","muscle","UBERON_0001134","muscle","naive","702","exon"
"283","QTS000015","QTD000283","GTEx","muscle","UBERON_0001134","muscle","naive","702","tx"
"284","QTS000015","QTD000284","GTEx","muscle","UBERON_0001134","muscle","naive","702","txrev"
"285","QTS000015","QTD000285","GTEx","muscle","UBERON_0001134","muscle","naive","702","leafcutter"
"286","QTS000015","QTD000286","GTEx","nerve_tibial","UBERON_0001323","tibial nerve","naive","532","ge"
"287","QTS000015","QTD000287","GTEx","nerve_tibial","UBERON_0001323","tibial nerve","naive","532","exon"
"288","QTS000015","QTD000288","GTEx","nerve_tibial","UBERON_0001323","tibial nerve","naive","532","tx"
"289","QTS000015","QTD000289","GTEx","nerve_tibial","UBERON_0001323","tibial nerve","naive","532","txrev"
"290","QTS000015","QTD000290","GTEx","nerve_tibial","UBERON_0001323","tibial nerve","naive","532","leafcutter"
"291","QTS000015","QTD000291","GTEx","ovary","UBERON_0000992","ovary","naive","167","ge"
"292","QTS000015","QTD000292","GTEx","ovary","UBERON_0000992","ovary","naive","167","exon"
"293","QTS000015","QTD000293","GTEx","ovary","UBERON_0000992","ovary","naive","167","tx"
"294","QTS000015","QTD000294","GTEx","ovary","UBERON_0000992","ovary","naive","167","txrev"
"295","QTS000015","QTD000295","GTEx","ovary","UBERON_0000992","ovary","naive","167","leafcutter"
"296","QTS000015","QTD000296","GTEx","pancreas","UBERON_0001150","pancreas","naive","305","ge"
"297","QTS000015","QTD000297","GTEx","pancreas","UBERON_0001150","pancreas","naive","305","exon"
"298","QTS000015","QTD000298","GTEx","pancreas","UBERON_0001150","pancreas","naive","305","tx"
"299","QTS000015","QTD000299","GTEx","pancreas","UBERON_0001150","pancreas","naive","305","txrev"
"300","QTS000015","QTD000300","GTEx","pancreas","UBERON_0001150","pancreas","naive","305","leafcutter"
"301","QTS000015","QTD000301","GTEx","pituitary","UBERON_0000007","pituitary","naive","237","ge"
"302","QTS000015","QTD000302","GTEx","pituitary","UBERON_0000007","pituitary","naive","237","exon"
"303","QTS000015","QTD000303","GTEx","pituitary","UBERON_0000007","pituitary","naive","237","tx"
"304","QTS000015","QTD000304","GTEx","pituitary","UBERON_0000007","pituitary","naive","237","txrev"
"305","QTS000015","QTD000305","GTEx","pituitary","UBERON_0000007","pituitary","naive","237","leafcutter"
"306","QTS000015","QTD000306","GTEx","prostate","UBERON_0002367","prostate","naive","218","ge"
"307","QTS000015","QTD000307","GTEx","prostate","UBERON_0002367","prostate","naive","218","exon"
"308","QTS000015","QTD000308","GTEx","prostate","UBERON_0002367","prostate","naive","218","tx"
"309","QTS000015","QTD000309","GTEx","prostate","UBERON_0002367","prostate","naive","218","txrev"
"310","QTS000015","QTD000310","GTEx","prostate","UBERON_0002367","prostate","naive","218","leafcutter"
"311","QTS000015","QTD000311","GTEx","skin_not_sun_exposed","UBERON_0036149","skin (suprapubic)","naive","517","ge"
"312","QTS000015","QTD000312","GTEx","skin_not_sun_exposed","UBERON_0036149","skin (suprapubic)","naive","517","exon"
"313","QTS000015","QTD000313","GTEx","skin_not_sun_exposed","UBERON_0036149","skin (suprapubic)","naive","517","tx"
"314","QTS000015","QTD000314","GTEx","skin_not_sun_exposed","UBERON_0036149","skin (suprapubic)","naive","517","txrev"
"315","QTS000015","QTD000315","GTEx","skin_not_sun_exposed","UBERON_0036149","skin (suprapubic)","naive","517","leafcutter"
"316","QTS000015","QTD000316","GTEx","skin_sun_exposed","UBERON_0002097","skin","naive","602","ge"
"317","QTS000015","QTD000317","GTEx","skin_sun_exposed","UBERON_0002097","skin","naive","602","exon"
"318","QTS000015","QTD000318","GTEx","skin_sun_exposed","UBERON_0002097","skin","naive","602","tx"
"319","QTS000015","QTD000319","GTEx","skin_sun_exposed","UBERON_0002097","skin","naive","602","txrev"
"320","QTS000015","QTD000320","GTEx","skin_sun_exposed","UBERON_0002097","skin","naive","602","leafcutter"
"321","QTS000015","QTD000321","GTEx","small_intestine","UBERON_0001211","small intestine","naive","174","ge"
"322","QTS000015","QTD000322","GTEx","small_intestine","UBERON_0001211","small intestine","naive","174","exon"
"323","QTS000015","QTD000323","GTEx","small_intestine","UBERON_0001211","small intestine","naive","174","tx"
"324","QTS000015","QTD000324","GTEx","small_intestine","UBERON_0001211","small intestine","naive","174","txrev"
"325","QTS000015","QTD000325","GTEx","small_intestine","UBERON_0001211","small intestine","naive","174","leafcutter"
"326","QTS000015","QTD000326","GTEx","spleen","UBERON_0002106","spleen","naive","227","ge"
"327","QTS000015","QTD000327","GTEx","spleen","UBERON_0002106","spleen","naive","227","exon"
"328","QTS000015","QTD000328","GTEx","spleen","UBERON_0002106","spleen","naive","227","tx"
"329","QTS000015","QTD000329","GTEx","spleen","UBERON_0002106","spleen","naive","227","txrev"
"330","QTS000015","QTD000330","GTEx","spleen","UBERON_0002106","spleen","naive","227","leafcutter"
"331","QTS000015","QTD000331","GTEx","stomach","UBERON_0000945","stomach","naive","324","ge"
"332","QTS000015","QTD000332","GTEx","stomach","UBERON_0000945","stomach","naive","324","exon"
"333","QTS000015","QTD000333","GTEx","stomach","UBERON_0000945","stomach","naive","324","tx"
"334","QTS000015","QTD000334","GTEx","stomach","UBERON_0000945","stomach","naive","324","txrev"
"335","QTS000015","QTD000335","GTEx","stomach","UBERON_0000945","stomach","naive","324","leafcutter"
"336","QTS000015","QTD000336","GTEx","testis","UBERON_0000473","testis","naive","322","ge"
"337","QTS000015","QTD000337","GTEx","testis","UBERON_0000473","testis","naive","322","exon"
"338","QTS000015","QTD000338","GTEx","testis","UBERON_0000473","testis","naive","322","tx"
"339","QTS000015","QTD000339","GTEx","testis","UBERON_0000473","testis","naive","322","txrev"
"340","QTS000015","QTD000340","GTEx","testis","UBERON_0000473","testis","naive","322","leafcutter"
"341","QTS000015","QTD000341","GTEx","thyroid","UBERON_0002046","thyroid","naive","574","ge"
"342","QTS000015","QTD000342","GTEx","thyroid","UBERON_0002046","thyroid","naive","574","exon"
"343","QTS000015","QTD000343","GTEx","thyroid","UBERON_0002046","thyroid","naive","574","tx"
"344","QTS000015","QTD000344","GTEx","thyroid","UBERON_0002046","thyroid","naive","574","txrev"
"345","QTS000015","QTD000345","GTEx","thyroid","UBERON_0002046","thyroid","naive","574","leafcutter"
"346","QTS000015","QTD000346","GTEx","uterus","UBERON_0000995","uterus","naive","129","ge"
"347","QTS000015","QTD000347","GTEx","uterus","UBERON_0000995","uterus","naive","129","exon"
"348","QTS000015","QTD000348","GTEx","uterus","UBERON_0000995","uterus","naive","129","tx"
"349","QTS000015","QTD000349","GTEx","uterus","UBERON_0000995","uterus","naive","129","txrev"
"350","QTS000015","QTD000350","GTEx","uterus","UBERON_0000995","uterus","naive","129","leafcutter"
"351","QTS000015","QTD000351","GTEx","vagina","UBERON_0000996","vagina","naive","141","ge"
"352","QTS000015","QTD000352","GTEx","vagina","UBERON_0000996","vagina","naive","141","exon"
"353","QTS000015","QTD000353","GTEx","vagina","UBERON_0000996","vagina","naive","141","tx"
"354","QTS000015","QTD000354","GTEx","vagina","UBERON_0000996","vagina","naive","141","txrev"
"355","QTS000015","QTD000355","GTEx","vagina","UBERON_0000996","vagina","naive","141","leafcutter"
"356","QTS000015","QTD000356","GTEx","blood","UBERON_0000178","blood","naive","670","ge"
"357","QTS000015","QTD000357","GTEx","blood","UBERON_0000178","blood","naive","670","exon"
"358","QTS000015","QTD000358","GTEx","blood","UBERON_0000178","blood","naive","670","tx"
"359","QTS000015","QTD000359","GTEx","blood","UBERON_0000178","blood","naive","670","txrev"
"360","QTS000015","QTD000360","GTEx","blood","UBERON_0000178","blood","naive","670","leafcutter"
"361","QTS000016","QTD000361","HipSci","iPSC","EFO_0004905","iPSC","naive","322","ge"
"362","QTS000016","QTD000362","HipSci","iPSC","EFO_0004905","iPSC","naive","322","exon"
"363","QTS000016","QTD000363","HipSci","iPSC","EFO_0004905","iPSC","naive","322","tx"
"364","QTS000016","QTD000364","HipSci","iPSC","EFO_0004905","iPSC","naive","322","txrev"
"365","QTS000016","QTD000365","HipSci","iPSC","EFO_0004905","iPSC","naive","322","leafcutter"
"366","QTS000017","QTD000366","iPSCORE","iPSC","EFO_0004905","iPSC","naive","101","ge"
"367","QTS000017","QTD000367","iPSCORE","iPSC","EFO_0004905","iPSC","naive","101","exon"
"368","QTS000017","QTD000368","iPSCORE","iPSC","EFO_0004905","iPSC","naive","101","tx"
"369","QTS000017","QTD000369","iPSCORE","iPSC","EFO_0004905","iPSC","naive","101","txrev"
"370","QTS000017","QTD000370","iPSCORE","iPSC","EFO_0004905","iPSC","naive","101","leafcutter"
"371","QTS000018","QTD000371","Kasela_2017","T-cell_CD4","CL_0000624","CD4+ T cell","naive","280","microarray"
"372","QTS000018","QTD000372","Kasela_2017","T-cell_CD8","CL_0000625","CD8+ T cell","naive","269","microarray"
"373","QTS000019","QTD000373","Lepik_2017","blood","UBERON_0000178","blood","naive","471","ge"
"374","QTS000019","QTD000374","Lepik_2017","blood","UBERON_0000178","blood","naive","471","exon"
"375","QTS000019","QTD000375","Lepik_2017","blood","UBERON_0000178","blood","naive","471","tx"
"376","QTS000019","QTD000376","Lepik_2017","blood","UBERON_0000178","blood","naive","471","txrev"
"377","QTS000019","QTD000377","Lepik_2017","blood","UBERON_0000178","blood","naive","471","leafcutter"
"378","QTS000020","QTD000378","Naranbhai_2015","neutrophil_CD16","CL_0000775","neutrophil","naive","93","microarray"
"379","QTS000021","QTD000379","Nedelec_2016","macrophage_Listeria","CL_0000235","macrophage","Listeria_5h","163","ge"
"380","QTS000021","QTD000380","Nedelec_2016","macrophage_Listeria","CL_0000235","macrophage","Listeria_5h","163","exon"
"381","QTS000021","QTD000381","Nedelec_2016","macrophage_Listeria","CL_0000235","macrophage","Listeria_5h","163","tx"
"382","QTS000021","QTD000382","Nedelec_2016","macrophage_Listeria","CL_0000235","macrophage","Listeria_5h","163","txrev"
"383","QTS000021","QTD000383","Nedelec_2016","macrophage_Listeria","CL_0000235","macrophage","Listeria_5h","163","leafcutter"
"384","QTS000021","QTD000384","Nedelec_2016","macrophage_naive","CL_0000235","macrophage","naive","163","ge"
"385","QTS000021","QTD000385","Nedelec_2016","macrophage_naive","CL_0000235","macrophage","naive","163","exon"
"386","QTS000021","QTD000386","Nedelec_2016","macrophage_naive","CL_0000235","macrophage","naive","163","tx"
"387","QTS000021","QTD000387","Nedelec_2016","macrophage_naive","CL_0000235","macrophage","naive","163","txrev"
"388","QTS000021","QTD000388","Nedelec_2016","macrophage_naive","CL_0000235","macrophage","naive","163","leafcutter"
"389","QTS000021","QTD000389","Nedelec_2016","macrophage_Salmonella","CL_0000235","macrophage","Salmonella_5h","167","ge"
"390","QTS000021","QTD000390","Nedelec_2016","macrophage_Salmonella","CL_0000235","macrophage","Salmonella_5h","167","exon"
"391","QTS000021","QTD000391","Nedelec_2016","macrophage_Salmonella","CL_0000235","macrophage","Salmonella_5h","167","tx"
"392","QTS000021","QTD000392","Nedelec_2016","macrophage_Salmonella","CL_0000235","macrophage","Salmonella_5h","167","txrev"
"393","QTS000021","QTD000393","Nedelec_2016","macrophage_Salmonella","CL_0000235","macrophage","Salmonella_5h","167","leafcutter"
"394","QTS000022","QTD000394","Peng_2018","placenta_naive","UBERON_0001987","placenta","naive","149","ge"
"395","QTS000022","QTD000395","Peng_2018","placenta_naive","UBERON_0001987","placenta","naive","149","exon"
"396","QTS000022","QTD000396","Peng_2018","placenta_naive","UBERON_0001987","placenta","naive","149","tx"
"397","QTS000022","QTD000397","Peng_2018","placenta_naive","UBERON_0001987","placenta","naive","149","txrev"
"398","QTS000022","QTD000398","Peng_2018","placenta_naive","UBERON_0001987","placenta","naive","149","leafcutter"
"399","QTS000023","QTD000399","PhLiPS","iPSC","EFO_0004905","iPSC","naive","83","ge"
"400","QTS000023","QTD000400","PhLiPS","iPSC","EFO_0004905","iPSC","naive","83","exon"
"401","QTS000023","QTD000401","PhLiPS","iPSC","EFO_0004905","iPSC","naive","83","tx"
"402","QTS000023","QTD000402","PhLiPS","iPSC","EFO_0004905","iPSC","naive","83","txrev"
"403","QTS000023","QTD000403","PhLiPS","iPSC","EFO_0004905","iPSC","naive","83","leafcutter"
"404","QTS000023","QTD000404","PhLiPS","HLC","CL_0000182","hepatocyte","naive","79","ge"
"405","QTS000023","QTD000405","PhLiPS","HLC","CL_0000182","hepatocyte","naive","79","exon"
"406","QTS000023","QTD000406","PhLiPS","HLC","CL_0000182","hepatocyte","naive","79","tx"
"407","QTS000023","QTD000407","PhLiPS","HLC","CL_0000182","hepatocyte","naive","79","txrev"
"408","QTS000023","QTD000408","PhLiPS","HLC","CL_0000182","hepatocyte","naive","79","leafcutter"
"409","QTS000024","QTD000409","Quach_2016","monocyte_naive","CL_0002057","monocyte","naive","200","ge"
"410","QTS000024","QTD000410","Quach_2016","monocyte_naive","CL_0002057","monocyte","naive","200","exon"
"411","QTS000024","QTD000411","Quach_2016","monocyte_naive","CL_0002057","monocyte","naive","200","tx"
"412","QTS000024","QTD000412","Quach_2016","monocyte_naive","CL_0002057","monocyte","naive","200","txrev"
"413","QTS000024","QTD000413","Quach_2016","monocyte_naive","CL_0002057","monocyte","naive","200","leafcutter"
"414","QTS000024","QTD000414","Quach_2016","monocyte_LPS","CL_0002057","monocyte","LPS_6h","184","ge"
"415","QTS000024","QTD000415","Quach_2016","monocyte_LPS","CL_0002057","monocyte","LPS_6h","184","exon"
"416","QTS000024","QTD000416","Quach_2016","monocyte_LPS","CL_0002057","monocyte","LPS_6h","184","tx"
"417","QTS000024","QTD000417","Quach_2016","monocyte_LPS","CL_0002057","monocyte","LPS_6h","184","txrev"
"418","QTS000024","QTD000418","Quach_2016","monocyte_LPS","CL_0002057","monocyte","LPS_6h","184","leafcutter"
"419","QTS000024","QTD000419","Quach_2016","monocyte_Pam3CSK4","CL_0002057","monocyte","Pam3CSK4_6h","196","ge"
"420","QTS000024","QTD000420","Quach_2016","monocyte_Pam3CSK4","CL_0002057","monocyte","Pam3CSK4_6h","196","exon"
"421","QTS000024","QTD000421","Quach_2016","monocyte_Pam3CSK4","CL_0002057","monocyte","Pam3CSK4_6h","196","tx"
"422","QTS000024","QTD000422","Quach_2016","monocyte_Pam3CSK4","CL_0002057","monocyte","Pam3CSK4_6h","196","txrev"
"423","QTS000024","QTD000423","Quach_2016","monocyte_Pam3CSK4","CL_0002057","monocyte","Pam3CSK4_6h","196","leafcutter"
"424","QTS000024","QTD000424","Quach_2016","monocyte_R848","CL_0002057","monocyte","R848_6h","191","ge"
"425","QTS000024","QTD000425","Quach_2016","monocyte_R848","CL_0002057","monocyte","R848_6h","191","exon"
"426","QTS000024","QTD000426","Quach_2016","monocyte_R848","CL_0002057","monocyte","R848_6h","191","tx"
"427","QTS000024","QTD000427","Quach_2016","monocyte_R848","CL_0002057","monocyte","R848_6h","191","txrev"
"428","QTS000024","QTD000428","Quach_2016","monocyte_R848","CL_0002057","monocyte","R848_6h","191","leafcutter"
"429","QTS000024","QTD000429","Quach_2016","monocyte_IAV","CL_0002057","monocyte","Influenza_6h","198","ge"
"430","QTS000024","QTD000430","Quach_2016","monocyte_IAV","CL_0002057","monocyte","Influenza_6h","198","exon"
"431","QTS000024","QTD000431","Quach_2016","monocyte_IAV","CL_0002057","monocyte","Influenza_6h","198","tx"
"432","QTS000024","QTD000432","Quach_2016","monocyte_IAV","CL_0002057","monocyte","Influenza_6h","198","txrev"
"433","QTS000024","QTD000433","Quach_2016","monocyte_IAV","CL_0002057","monocyte","Influenza_6h","198","leafcutter"
"434","QTS000025","QTD000434","ROSMAP","brain_naive","UBERON_0009834","brain (DLPFC)","naive","560","ge"
"435","QTS000025","QTD000435","ROSMAP","brain_naive","UBERON_0009834","brain (DLPFC)","naive","560","exon"
"436","QTS000025","QTD000436","ROSMAP","brain_naive","UBERON_0009834","brain (DLPFC)","naive","560","tx"
"437","QTS000025","QTD000437","ROSMAP","brain_naive","UBERON_0009834","brain (DLPFC)","naive","560","txrev"
"438","QTS000025","QTD000438","ROSMAP","brain_naive","UBERON_0009834","brain (DLPFC)","naive","560","leafcutter"
"439","QTS000026","QTD000439","Schmiedel_2018","Tfh_memory","CL_0002038","Tfh cell","naive","89","ge"
"440","QTS000026","QTD000440","Schmiedel_2018","Tfh_memory","CL_0002038","Tfh cell","naive","89","exon"
"441","QTS000026","QTD000441","Schmiedel_2018","Tfh_memory","CL_0002038","Tfh cell","naive","89","tx"
"442","QTS000026","QTD000442","Schmiedel_2018","Tfh_memory","CL_0002038","Tfh cell","naive","89","txrev"
"443","QTS000026","QTD000443","Schmiedel_2018","Tfh_memory","CL_0002038","Tfh cell","naive","89","leafcutter"
"444","QTS000026","QTD000444","Schmiedel_2018","Th17_memory","CL_0000899","Th17 cell","naive","89","ge"
"445","QTS000026","QTD000445","Schmiedel_2018","Th17_memory","CL_0000899","Th17 cell","naive","89","exon"
"446","QTS000026","QTD000446","Schmiedel_2018","Th17_memory","CL_0000899","Th17 cell","naive","89","tx"
"447","QTS000026","QTD000447","Schmiedel_2018","Th17_memory","CL_0000899","Th17 cell","naive","89","txrev"
"448","QTS000026","QTD000448","Schmiedel_2018","Th17_memory","CL_0000899","Th17 cell","naive","89","leafcutter"
"449","QTS000026","QTD000449","Schmiedel_2018","Th1_memory","CL_0000545","Th1 cell","naive","82","ge"
"450","QTS000026","QTD000450","Schmiedel_2018","Th1_memory","CL_0000545","Th1 cell","naive","82","exon"
"451","QTS000026","QTD000451","Schmiedel_2018","Th1_memory","CL_0000545","Th1 cell","naive","82","tx"
"452","QTS000026","QTD000452","Schmiedel_2018","Th1_memory","CL_0000545","Th1 cell","naive","82","txrev"
"453","QTS000026","QTD000453","Schmiedel_2018","Th1_memory","CL_0000545","Th1 cell","naive","82","leafcutter"
"454","QTS000026","QTD000454","Schmiedel_2018","Th2_memory","CL_0000546","Th2 cell","naive","89","ge"
"455","QTS000026","QTD000455","Schmiedel_2018","Th2_memory","CL_0000546","Th2 cell","naive","89","exon"
"456","QTS000026","QTD000456","Schmiedel_2018","Th2_memory","CL_0000546","Th2 cell","naive","89","tx"
"457","QTS000026","QTD000457","Schmiedel_2018","Th2_memory","CL_0000546","Th2 cell","naive","89","txrev"
"458","QTS000026","QTD000458","Schmiedel_2018","Th2_memory","CL_0000546","Th2 cell","naive","89","leafcutter"
"459","QTS000026","QTD000459","Schmiedel_2018","Th1-17_memory","CL_0000899","Th17 cell","naive","88","ge"
"460","QTS000026","QTD000460","Schmiedel_2018","Th1-17_memory","CL_0000899","Th17 cell","naive","88","exon"
"461","QTS000026","QTD000461","Schmiedel_2018","Th1-17_memory","CL_0000899","Th17 cell","naive","88","tx"
"462","QTS000026","QTD000462","Schmiedel_2018","Th1-17_memory","CL_0000899","Th17 cell","naive","88","txrev"
"463","QTS000026","QTD000463","Schmiedel_2018","Th1-17_memory","CL_0000899","Th17 cell","naive","88","leafcutter"
"464","QTS000026","QTD000464","Schmiedel_2018","Treg_memory","CL_0002678","Treg memory","naive","89","ge"
"465","QTS000026","QTD000465","Schmiedel_2018","Treg_memory","CL_0002678","Treg memory","naive","89","exon"
"466","QTS000026","QTD000466","Schmiedel_2018","Treg_memory","CL_0002678","Treg memory","naive","89","tx"
"467","QTS000026","QTD000467","Schmiedel_2018","Treg_memory","CL_0002678","Treg memory","naive","89","txrev"
"468","QTS000026","QTD000468","Schmiedel_2018","Treg_memory","CL_0002678","Treg memory","naive","89","leafcutter"
"469","QTS000026","QTD000469","Schmiedel_2018","Treg_naive","CL_0002677","Treg naive","naive","89","ge"
"470","QTS000026","QTD000470","Schmiedel_2018","Treg_naive","CL_0002677","Treg naive","naive","89","exon"
"471","QTS000026","QTD000471","Schmiedel_2018","Treg_naive","CL_0002677","Treg naive","naive","89","tx"
"472","QTS000026","QTD000472","Schmiedel_2018","Treg_naive","CL_0002677","Treg naive","naive","89","txrev"
"473","QTS000026","QTD000473","Schmiedel_2018","Treg_naive","CL_0002677","Treg naive","naive","89","leafcutter"
"474","QTS000026","QTD000474","Schmiedel_2018","B-cell_naive","CL_0000236","B cell","naive","91","ge"
"475","QTS000026","QTD000475","Schmiedel_2018","B-cell_naive","CL_0000236","B cell","naive","91","exon"
"476","QTS000026","QTD000476","Schmiedel_2018","B-cell_naive","CL_0000236","B cell","naive","91","tx"
"477","QTS000026","QTD000477","Schmiedel_2018","B-cell_naive","CL_0000236","B cell","naive","91","txrev"
"478","QTS000026","QTD000478","Schmiedel_2018","B-cell_naive","CL_0000236","B cell","naive","91","leafcutter"
"479","QTS000026","QTD000479","Schmiedel_2018","CD4_T-cell_naive","CL_0000624","CD4+ T cell","naive","88","ge"
"480","QTS000026","QTD000480","Schmiedel_2018","CD4_T-cell_naive","CL_0000624","CD4+ T cell","naive","88","exon"
"481","QTS000026","QTD000481","Schmiedel_2018","CD4_T-cell_naive","CL_0000624","CD4+ T cell","naive","88","tx"
"482","QTS000026","QTD000482","Schmiedel_2018","CD4_T-cell_naive","CL_0000624","CD4+ T cell","naive","88","txrev"
"483","QTS000026","QTD000483","Schmiedel_2018","CD4_T-cell_naive","CL_0000624","CD4+ T cell","naive","88","leafcutter"
"484","QTS000026","QTD000484","Schmiedel_2018","CD4_T-cell_anti-CD3-CD28","CL_0000624","CD4+ T cell","anti-CD3-CD28_4h","89","ge"
"485","QTS000026","QTD000485","Schmiedel_2018","CD4_T-cell_anti-CD3-CD28","CL_0000624","CD4+ T cell","anti-CD3-CD28_4h","89","exon"
"486","QTS000026","QTD000486","Schmiedel_2018","CD4_T-cell_anti-CD3-CD28","CL_0000624","CD4+ T cell","anti-CD3-CD28_4h","89","tx"
"487","QTS000026","QTD000487","Schmiedel_2018","CD4_T-cell_anti-CD3-CD28","CL_0000624","CD4+ T cell","anti-CD3-CD28_4h","89","txrev"
"488","QTS000026","QTD000488","Schmiedel_2018","CD4_T-cell_anti-CD3-CD28","CL_0000624","CD4+ T cell","anti-CD3-CD28_4h","89","leafcutter"
"489","QTS000026","QTD000489","Schmiedel_2018","CD8_T-cell_naive","CL_0000625","CD8+ T cell","naive","89","ge"
"490","QTS000026","QTD000490","Schmiedel_2018","CD8_T-cell_naive","CL_0000625","CD8+ T cell","naive","89","exon"
"491","QTS000026","QTD000491","Schmiedel_2018","CD8_T-cell_naive","CL_0000625","CD8+ T cell","naive","89","tx"
"492","QTS000026","QTD000492","Schmiedel_2018","CD8_T-cell_naive","CL_0000625","CD8+ T cell","naive","89","txrev"
"493","QTS000026","QTD000493","Schmiedel_2018","CD8_T-cell_naive","CL_0000625","CD8+ T cell","naive","89","leafcutter"
"494","QTS000026","QTD000494","Schmiedel_2018","CD8_T-cell_anti-CD3-CD28","CL_0000625","CD8+ T cell","anti-CD3-CD28_4h","88","ge"
"495","QTS000026","QTD000495","Schmiedel_2018","CD8_T-cell_anti-CD3-CD28","CL_0000625","CD8+ T cell","anti-CD3-CD28_4h","88","exon"
"496","QTS000026","QTD000496","Schmiedel_2018","CD8_T-cell_anti-CD3-CD28","CL_0000625","CD8+ T cell","anti-CD3-CD28_4h","88","tx"
"497","QTS000026","QTD000497","Schmiedel_2018","CD8_T-cell_anti-CD3-CD28","CL_0000625","CD8+ T cell","anti-CD3-CD28_4h","88","txrev"
"498","QTS000026","QTD000498","Schmiedel_2018","CD8_T-cell_anti-CD3-CD28","CL_0000625","CD8+ T cell","anti-CD3-CD28_4h","88","leafcutter"
"499","QTS000026","QTD000499","Schmiedel_2018","monocyte_CD16_naive","CL_0002396","CD16+ monocyte","naive","90","ge"
"500","QTS000026","QTD000500","Schmiedel_2018","monocyte_CD16_naive","CL_0002396","CD16+ monocyte","naive","90","exon"
"501","QTS000026","QTD000501","Schmiedel_2018","monocyte_CD16_naive","CL_0002396","CD16+ monocyte","naive","90","tx"
"502","QTS000026","QTD000502","Schmiedel_2018","monocyte_CD16_naive","CL_0002396","CD16+ monocyte","naive","90","txrev"
"503","QTS000026","QTD000503","Schmiedel_2018","monocyte_CD16_naive","CL_0002396","CD16+ monocyte","naive","90","leafcutter"
"504","QTS000026","QTD000504","Schmiedel_2018","monocyte_naive","CL_0002057","monocyte","naive","91","ge"
"505","QTS000026","QTD000505","Schmiedel_2018","monocyte_naive","CL_0002057","monocyte","naive","91","exon"
"506","QTS000026","QTD000506","Schmiedel_2018","monocyte_naive","CL_0002057","monocyte","naive","91","tx"
"507","QTS000026","QTD000507","Schmiedel_2018","monocyte_naive","CL_0002057","monocyte","naive","91","txrev"
"508","QTS000026","QTD000508","Schmiedel_2018","monocyte_naive","CL_0002057","monocyte","naive","91","leafcutter"
"509","QTS000026","QTD000509","Schmiedel_2018","NK-cell_naive","CL_0000623","NK cell","naive","90","ge"
"510","QTS000026","QTD000510","Schmiedel_2018","NK-cell_naive","CL_0000623","NK cell","naive","90","exon"
"511","QTS000026","QTD000511","Schmiedel_2018","NK-cell_naive","CL_0000623","NK cell","naive","90","tx"
"512","QTS000026","QTD000512","Schmiedel_2018","NK-cell_naive","CL_0000623","NK cell","naive","90","txrev"
"513","QTS000026","QTD000513","Schmiedel_2018","NK-cell_naive","CL_0000623","NK cell","naive","90","leafcutter"
"514","QTS000027","QTD000514","Schwartzentruber_2018","sensory_neuron","CL_0000101","sensory neuron","naive","98","ge"
"515","QTS000027","QTD000515","Schwartzentruber_2018","sensory_neuron","CL_0000101","sensory neuron","naive","98","exon"
